,fecha,cod_ine,CCAA,total_hospitalizados,Province,Country,Full Location
1629,2020-03-23,16,País Vasco,1252.0,País Vasco,Spain,"País Vasco, Spain"
1630,2020-03-24,16,País Vasco,1425.0,País Vasco,Spain,"País Vasco, Spain"
1631,2020-03-25,16,País Vasco,1577.0,País Vasco,Spain,"País Vasco, Spain"
1632,2020-03-26,16,País Vasco,1907.0,País Vasco,Spain,"País Vasco, Spain"
1633,2020-03-27,16,País Vasco,2270.0,País Vasco,Spain,"País Vasco, Spain"
1634,2020-03-28,16,País Vasco,2612.0,País Vasco,Spain,"País Vasco, Spain"
1635,2020-03-29,16,País Vasco,3106.0,País Vasco,Spain,"País Vasco, Spain"
1636,2020-03-30,16,País Vasco,3427.0,País Vasco,Spain,"País Vasco, Spain"
1637,2020-03-31,16,País Vasco,3594.0,País Vasco,Spain,"País Vasco, Spain"
1638,2020-04-01,16,País Vasco,3806.0,País Vasco,Spain,"País Vasco, Spain"
1639,2020-04-02,16,País Vasco,4087.0,País Vasco,Spain,"País Vasco, Spain"
1640,2020-04-03,16,País Vasco,4283.0,País Vasco,Spain,"País Vasco, Spain"
1641,2020-04-04,16,País Vasco,4522.0,País Vasco,Spain,"País Vasco, Spain"
1642,2020-04-05,16,País Vasco,4666.0,País Vasco,Spain,"País Vasco, Spain"
1643,2020-04-06,16,País Vasco,4794.0,País Vasco,Spain,"País Vasco, Spain"
1644,2020-04-07,16,País Vasco,4856.0,País Vasco,Spain,"País Vasco, Spain"
1645,2020-04-08,16,País Vasco,4982.0,País Vasco,Spain,"País Vasco, Spain"
1646,2020-04-09,16,País Vasco,5130.0,País Vasco,Spain,"País Vasco, Spain"
1647,2020-04-10,16,País Vasco,5290.0,País Vasco,Spain,"País Vasco, Spain"
1648,2020-04-11,16,País Vasco,5402.0,País Vasco,Spain,"País Vasco, Spain"
1649,2020-04-12,16,País Vasco,5547.0,País Vasco,Spain,"País Vasco, Spain"
1650,2020-04-13,16,País Vasco,5622.0,País Vasco,Spain,"País Vasco, Spain"
1651,2020-04-14,16,País Vasco,5679.0,País Vasco,Spain,"País Vasco, Spain"
1652,2020-04-15,16,País Vasco,5750.0,País Vasco,Spain,"País Vasco, Spain"
1653,2020-04-16,16,País Vasco,5863.0,País Vasco,Spain,"País Vasco, Spain"
1654,2020-04-17,16,País Vasco,5939.0,País Vasco,Spain,"País Vasco, Spain"
1655,2020-04-18,16,País Vasco,6030.0,País Vasco,Spain,"País Vasco, Spain"
1656,2020-04-19,16,País Vasco,6086.0,País Vasco,Spain,"País Vasco, Spain"
1657,2020-04-20,16,País Vasco,6109.0,País Vasco,Spain,"País Vasco, Spain"
1658,2020-04-21,16,País Vasco,6141.0,País Vasco,Spain,"País Vasco, Spain"
1659,2020-04-22,16,País Vasco,6201.0,País Vasco,Spain,"País Vasco, Spain"
1660,2020-04-23,16,País Vasco,6260.0,País Vasco,Spain,"País Vasco, Spain"
1661,2020-04-24,16,País Vasco,6315.0,País Vasco,Spain,"País Vasco, Spain"
1662,2020-04-25,16,País Vasco,6375.0,País Vasco,Spain,"País Vasco, Spain"
1663,2020-04-26,16,País Vasco,6426.0,País Vasco,Spain,"País Vasco, Spain"
1664,2020-04-27,16,País Vasco,6457.0,País Vasco,Spain,"País Vasco, Spain"
1665,2020-04-28,16,País Vasco,6482.0,País Vasco,Spain,"País Vasco, Spain"
1666,2020-04-29,16,País Vasco,6522.0,País Vasco,Spain,"País Vasco, Spain"
1667,2020-04-30,16,País Vasco,6561.0,País Vasco,Spain,"País Vasco, Spain"
1668,2020-05-01,16,País Vasco,6607.0,País Vasco,Spain,"País Vasco, Spain"
1669,2020-05-02,16,País Vasco,6659.0,País Vasco,Spain,"País Vasco, Spain"
1670,2020-05-03,16,País Vasco,6692.0,País Vasco,Spain,"País Vasco, Spain"
1671,2020-05-04,16,País Vasco,6719.0,País Vasco,Spain,"País Vasco, Spain"
1672,2020-05-05,16,País Vasco,6736.0,País Vasco,Spain,"País Vasco, Spain"
1673,2020-05-06,16,País Vasco,6781.0,País Vasco,Spain,"País Vasco, Spain"
1674,2020-05-07,16,País Vasco,6797.0,País Vasco,Spain,"País Vasco, Spain"
1675,2020-05-08,16,País Vasco,6818.0,País Vasco,Spain,"País Vasco, Spain"
1676,2020-05-09,16,País Vasco,6865.0,País Vasco,Spain,"País Vasco, Spain"
1677,2020-05-10,16,País Vasco,6902.0,País Vasco,Spain,"País Vasco, Spain"
1678,2020-05-11,16,País Vasco,6922.0,País Vasco,Spain,"País Vasco, Spain"
1679,2020-05-12,16,País Vasco,6929.0,País Vasco,Spain,"País Vasco, Spain"
1680,2020-05-13,16,País Vasco,6955.0,País Vasco,Spain,"País Vasco, Spain"
1681,2020-05-14,16,País Vasco,6994.0,País Vasco,Spain,"País Vasco, Spain"
1682,2020-05-15,16,País Vasco,7009.0,País Vasco,Spain,"País Vasco, Spain"
1683,2020-05-16,16,País Vasco,7011.0,País Vasco,Spain,"País Vasco, Spain"
1684,2020-05-17,16,País Vasco,7015.0,País Vasco,Spain,"País Vasco, Spain"
1685,2020-05-18,16,País Vasco,7016.0,País Vasco,Spain,"País Vasco, Spain"
1686,2020-05-19,16,País Vasco,7021.0,País Vasco,Spain,"País Vasco, Spain"
1687,2020-05-20,16,País Vasco,7024.0,País Vasco,Spain,"País Vasco, Spain"
1688,2020-05-21,16,País Vasco,7032.0,País Vasco,Spain,"País Vasco, Spain"
1689,2020-05-22,16,País Vasco,7035.0,País Vasco,Spain,"País Vasco, Spain"
1690,2020-05-23,16,País Vasco,7039.0,País Vasco,Spain,"País Vasco, Spain"
1691,2020-05-24,16,País Vasco,7042.0,País Vasco,Spain,"País Vasco, Spain"
1692,2020-02-21,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1693,2020-02-22,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1694,2020-02-23,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1695,2020-02-24,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1696,2020-02-25,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1697,2020-02-26,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1698,2020-02-27,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1699,2020-02-28,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1700,2020-02-29,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1701,2020-03-01,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1702,2020-03-02,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1703,2020-03-03,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1704,2020-03-04,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1705,2020-03-05,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1706,2020-03-06,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1707,2020-03-07,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1708,2020-03-08,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1709,2020-03-09,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1710,2020-03-10,17,La Rioja,,La Rioja,Spain,"La Rioja, Spain"
1711,2020-03-11,17,La Rioja,13.0,La Rioja,Spain,"La Rioja, Spain"
1712,2020-03-12,17,La Rioja,21.0,La Rioja,Spain,"La Rioja, Spain"
1713,2020-03-13,17,La Rioja,27.0,La Rioja,Spain,"La Rioja, Spain"
1714,2020-03-14,17,La Rioja,38.0,La Rioja,Spain,"La Rioja, Spain"
1715,2020-03-15,17,La Rioja,58.0,La Rioja,Spain,"La Rioja, Spain"
1716,2020-03-16,17,La Rioja,64.0,La Rioja,Spain,"La Rioja, Spain"
1717,2020-03-17,17,La Rioja,82.0,La Rioja,Spain,"La Rioja, Spain"
1718,2020-03-18,17,La Rioja,99.0,La Rioja,Spain,"La Rioja, Spain"
1719,2020-03-19,17,La Rioja,121.0,La Rioja,Spain,"La Rioja, Spain"
1720,2020-03-20,17,La Rioja,122.0,La Rioja,Spain,"La Rioja, Spain"
1721,2020-03-21,17,La Rioja,128.0,La Rioja,Spain,"La Rioja, Spain"
1722,2020-03-22,17,La Rioja,134.0,La Rioja,Spain,"La Rioja, Spain"
1723,2020-03-23,17,La Rioja,166.0,La Rioja,Spain,"La Rioja, Spain"
1724,2020-03-24,17,La Rioja,206.0,La Rioja,Spain,"La Rioja, Spain"
1725,2020-03-25,17,La Rioja,254.0,La Rioja,Spain,"La Rioja, Spain"
1726,2020-03-26,17,La Rioja,316.0,La Rioja,Spain,"La Rioja, Spain"
1727,2020-03-27,17,La Rioja,388.0,La Rioja,Spain,"La Rioja, Spain"
1728,2020-03-28,17,La Rioja,458.0,La Rioja,Spain,"La Rioja, Spain"
1729,2020-03-29,17,La Rioja,497.0,La Rioja,Spain,"La Rioja, Spain"
1730,2020-03-30,17,La Rioja,517.0,La Rioja,Spain,"La Rioja, Spain"
1731,2020-03-31,17,La Rioja,575.0,La Rioja,Spain,"La Rioja, Spain"
1732,2020-04-01,17,La Rioja,619.0,La Rioja,Spain,"La Rioja, Spain"
1733,2020-04-02,17,La Rioja,660.0,La Rioja,Spain,"La Rioja, Spain"
1734,2020-04-03,17,La Rioja,738.0,La Rioja,Spain,"La Rioja, Spain"
1735,2020-04-04,17,La Rioja,805.0,La Rioja,Spain,"La Rioja, Spain"
1736,2020-04-05,17,La Rioja,855.0,La Rioja,Spain,"La Rioja, Spain"
1737,2020-04-06,17,La Rioja,888.0,La Rioja,Spain,"La Rioja, Spain"
1738,2020-04-07,17,La Rioja,918.0,La Rioja,Spain,"La Rioja, Spain"
1739,2020-04-08,17,La Rioja,955.0,La Rioja,Spain,"La Rioja, Spain"
1740,2020-04-09,17,La Rioja,997.0,La Rioja,Spain,"La Rioja, Spain"
1741,2020-04-10,17,La Rioja,1047.0,La Rioja,Spain,"La Rioja, Spain"
1742,2020-04-11,17,La Rioja,1082.0,La Rioja,Spain,"La Rioja, Spain"
1743,2020-04-12,17,La Rioja,1122.0,La Rioja,Spain,"La Rioja, Spain"
1744,2020-04-13,17,La Rioja,1141.0,La Rioja,Spain,"La Rioja, Spain"
1745,2020-04-14,17,La Rioja,1152.0,La Rioja,Spain,"La Rioja, Spain"
1746,2020-04-15,17,La Rioja,1182.0,La Rioja,Spain,"La Rioja, Spain"
1747,2020-04-16,17,La Rioja,1207.0,La Rioja,Spain,"La Rioja, Spain"
1748,2020-04-17,17,La Rioja,1226.0,La Rioja,Spain,"La Rioja, Spain"
1749,2020-04-18,17,La Rioja,1249.0,La Rioja,Spain,"La Rioja, Spain"
1750,2020-04-19,17,La Rioja,1268.0,La Rioja,Spain,"La Rioja, Spain"
1751,2020-04-20,17,La Rioja,1282.0,La Rioja,Spain,"La Rioja, Spain"
1752,2020-04-21,17,La Rioja,1297.0,La Rioja,Spain,"La Rioja, Spain"
1753,2020-04-22,17,La Rioja,1318.0,La Rioja,Spain,"La Rioja, Spain"
1754,2020-04-23,17,La Rioja,1331.0,La Rioja,Spain,"La Rioja, Spain"
1755,2020-04-24,17,La Rioja,1344.0,La Rioja,Spain,"La Rioja, Spain"
1756,2020-04-25,17,La Rioja,1360.0,La Rioja,Spain,"La Rioja, Spain"
1757,2020-04-26,17,La Rioja,1380.0,La Rioja,Spain,"La Rioja, Spain"
1758,2020-04-27,17,La Rioja,1392.0,La Rioja,Spain,"La Rioja, Spain"
1759,2020-04-28,17,La Rioja,1400.0,La Rioja,Spain,"La Rioja, Spain"
1760,2020-04-29,17,La Rioja,1413.0,La Rioja,Spain,"La Rioja, Spain"
1761,2020-04-30,17,La Rioja,1424.0,La Rioja,Spain,"La Rioja, Spain"
1762,2020-05-01,17,La Rioja,1433.0,La Rioja,Spain,"La Rioja, Spain"
1763,2020-05-02,17,La Rioja,1439.0,La Rioja,Spain,"La Rioja, Spain"
1764,2020-05-03,17,La Rioja,1446.0,La Rioja,Spain,"La Rioja, Spain"
1765,2020-05-04,17,La Rioja,1449.0,La Rioja,Spain,"La Rioja, Spain"
1766,2020-05-05,17,La Rioja,1452.0,La Rioja,Spain,"La Rioja, Spain"
1767,2020-05-06,17,La Rioja,1458.0,La Rioja,Spain,"La Rioja, Spain"
1768,2020-05-07,17,La Rioja,1463.0,La Rioja,Spain,"La Rioja, Spain"
1769,2020-05-08,17,La Rioja,1469.0,La Rioja,Spain,"La Rioja, Spain"
1770,2020-05-09,17,La Rioja,1473.0,La Rioja,Spain,"La Rioja, Spain"
1771,2020-05-10,17,La Rioja,1474.0,La Rioja,Spain,"La Rioja, Spain"
1772,2020-05-11,17,La Rioja,1475.0,La Rioja,Spain,"La Rioja, Spain"
1773,2020-05-12,17,La Rioja,1478.0,La Rioja,Spain,"La Rioja, Spain"
1774,2020-05-13,17,La Rioja,1481.0,La Rioja,Spain,"La Rioja, Spain"
1775,2020-05-14,17,La Rioja,1484.0,La Rioja,Spain,"La Rioja, Spain"
1776,2020-05-15,17,La Rioja,1488.0,La Rioja,Spain,"La Rioja, Spain"
1777,2020-05-16,17,La Rioja,1490.0,La Rioja,Spain,"La Rioja, Spain"
1778,2020-05-17,17,La Rioja,1496.0,La Rioja,Spain,"La Rioja, Spain"
1779,2020-05-18,17,La Rioja,1496.0,La Rioja,Spain,"La Rioja, Spain"
1780,2020-05-19,17,La Rioja,1498.0,La Rioja,Spain,"La Rioja, Spain"
1781,2020-05-20,17,La Rioja,1499.0,La Rioja,Spain,"La Rioja, Spain"
1782,2020-05-21,17,La Rioja,1504.0,La Rioja,Spain,"La Rioja, Spain"
1783,2020-05-22,17,La Rioja,1505.0,La Rioja,Spain,"La Rioja, Spain"
1784,2020-05-23,17,La Rioja,1505.0,La Rioja,Spain,"La Rioja, Spain"
1785,2020-05-24,17,La Rioja,1505.0,La Rioja,Spain,"La Rioja, Spain"
